time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2016-01-01 24:00:00,77409356.009974,    0.000000,    0.000000,    0.000000,167529.600000,1117411.200000,    0.000000,-14821.920851,158802.000000,    0.000000,    0.000000,    9.943699,13281233.449964,    0.000000,    0.000000,    0.000000,    0.000000,    0.100000,   12.928490,   10.907404,   12.588679,    3.074241,  -31.835375,  -21.668111, -168.506323,    3.069903,    0.000000,    0.051855,    1.283327,    0.906617,    0.259838,    0.031316,    0.001300,    0.001300,    0.000000
2016-01-02 24:00:00,76586494.784785,    0.000000,    0.000000,    0.000000,207273.600000,1100736.000000,    0.000000,-21172.263911,87523.328435,    0.000000,    0.000000,    9.885352,13261747.788657,    0.000000,    0.000000,    0.000000,    0.000000,    0.099997,   10.599562,   10.061375,   10.061375,    5.991067,  -45.658639,  -29.684650, -162.415798,    5.982277,    0.000000,    0.096003,    2.300126,    1.213756,    0.000000,    0.214918,    0.001300,    0.001300,    0.000000
2016-01-03 24:00:00,75765627.582765,    0.000000,    0.000000,    0.000000,269913.600000,1099440.000000,    0.000000,-30663.810838,38856.921021,    0.000000,    0.000000,    9.826786,13242077.851988,    0.000000,    0.000000,    0.000000,    0.000000,    0.099988,    9.986040,    9.328765,    9.328765,    4.843008,  -66.401622,  -38.279436, -153.797131,    4.835825,    0.000000,    0.182753,    4.177361,    1.635711,    0.000000,    0.212469,    0.001300,    0.001300,    0.000000
2016-01-04 24:00:00,75013642.570423,    0.000000,    0.000000,    0.000000,362880.000000,1118966.400000,    0.000000,-15458.562038,19333.433664,    0.000000,    0.000000,    9.772911,13223913.270831,    0.000000,    0.000000,    0.000000,    0.000000,    0.099973,    9.402997,    8.581318,    8.581318,    5.854557,  -33.546161,  -22.988760, -161.701416,    5.846526,    0.000000,    0.087481,    2.106667,    1.161591,    0.000000,    0.210178,    0.001300,    0.001300,    0.000000
2016-01-05 24:00:00,74414574.207415,    0.000000,    0.000000,    0.000000,436838.400000,1172275.200000,    0.000000,-9249.426586,138983.328476,    0.000000,    0.000000,    9.729813,13209327.113499,    0.000000,    0.000000,    0.000000,    0.000000,    0.099953,    8.836929,    7.916880,    7.916880,    5.799927,  -20.109215,  -14.404897, -139.874446,    0.783259,    0.000000,    0.085888,    2.070171,    1.151486,    0.000000,    0.208450,    0.001300,    0.001300,    0.000000
2016-01-06 24:00:00,72897833.277256,    0.000000,603934.408105,    0.000000,323395.200000,1195344.000000,    0.000000,-9096.710972,    0.000000,    0.000000,    0.000000,    9.620028,13171960.918315,    0.050000,    0.000000,    0.000000,    0.000000,    0.099926,    8.376685,    7.701698,    7.701698,    5.880223,  -19.846449,  -15.560519, -155.229094,    5.863589,    0.000000,    0.085888,    2.070171,    1.151486,    0.000000,    0.204623,    0.001300,    0.001300,    0.000000
2016-01-07 24:00:00,72740573.401914,    0.000000,    0.000000,    0.000000,439689.600000,1226534.400000,    0.000000,-2275.642233,    0.000000,    0.000000,    0.000000,    9.608619,13168069.675083,    0.000000,    0.000000,   50.000000,    0.000000,    0.080000,    8.438711,   -3.057115,   -3.057115,    8.528923,   -4.906431,    0.000232,  -60.708537,    6.478227,    0.000000,    0.063055,    1.544764,    0.994687,    0.029703,    0.140152,    0.001300,    0.001300,    0.000000
2016-01-08 24:00:00,71884382.974239,    0.000000,    0.000000,    0.000000,291859.200000,1207872.000000,    0.000000,    0.000000,57149.422390,    0.000000,    0.000000,    9.546048,13146584.229151,    0.000000,    0.000000,   50.000000,    0.000000,    0.099855,    7.735898,    7.161900,    7.161900,    6.256586,    0.000000,   10.117185,  -99.112748,    6.246377,    0.000000,    0.037993,    0.951961,    0.780845,    0.000148,    0.201937,    0.001300,    0.001300,    0.000000
2016-01-09 24:00:00,71365994.105286,    0.000000,    0.000000,    0.000000,626918.400000,1192838.400000,    0.000000,-7392.683364,53112.200286,    0.000000,    0.000000,    9.508119,13133546.407304,    0.000000,    0.000000,   50.000000,    0.000000,    0.099811,    7.287603,    6.206286,    6.206286,    3.668607,  -16.188241,    0.129479, -127.199960,    3.664968,    0.000000,    0.151951,    3.520380,    1.501586,    0.000286,    0.199537,    0.001300,    0.001300,    0.000000
2016-01-10 24:00:00,70873717.562989,    0.000000,    0.000000,    0.000000,678412.800000,1204675.200000,    0.000000,-17118.049230,49776.140884,    0.000000,    0.000000,    9.471861,13121006.058139,    0.000000,    0.000000,   50.000000,    0.000000,    0.099760,    6.830634,    5.740308,    5.740308,    2.955197,  -37.554709,  -24.280482, -138.737887,    2.952376,    0.000000,    0.155846,    3.602760,    1.519054,    0.000273,    0.198062,    0.001300,    0.001300,    0.000000
